station_id,datetime_utc,latitude,longitude,rainfall_1h_mm,rainfall_3h_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_72h_mm,soil_saturation_pct,deep_soil_saturation_pct,temperature_c,relative_humidity_pct,surface_pressure_hpa,wind_speed_kmh,elevation_m,catchment_slope_deg,dist_to_river_m,upstream_drainage_sqkm,flood_occurred
SDR_BSN_07,2022-07-27 11:00:00+00:00,31.533,76.89,0.1,0.2,0.2,3.7,15.4,100.0,100.0,26.7,77,915.0,4.0,860.0,16.8,340.0,3100.0,0
THL_GRG_04,2022-07-27 11:00:00+00:00,31.713,77.165,1.3,5.6,6.8,8.0,17.1,100.0,100.0,21.6,87,853.7,0.8,980.0,38.2,35.0,5600.0,0
JGN_VLY_05,2022-07-27 11:00:00+00:00,31.983,76.776,0.1,0.2,0.8,1.2,1.8,100.0,100.0,23.7,83,896.4,1.1,1220.0,24.6,210.0,1850.0,0
MND_URBAN_01,2022-07-27 11:00:00+00:00,31.7087,76.932,0.2,0.8,1.1,7.9,12.7,100.0,100.0,26.5,84,925.2,1.6,760.0,22.4,65.0,11200.0,0
AUT_JNC_03,2022-07-27 12:00:00+00:00,31.745,77.21,0.6,4.2,7.3,8.5,17.3,100.0,100.0,25.3,85,900.6,1.5,1050.0,34.5,80.0,4200.0,0
JGN_VLY_05,2022-07-27 12:00:00+00:00,31.983,76.776,0.0,0.2,0.4,1.2,1.8,100.0,100.0,24.4,82,896.1,4.0,1220.0,24.6,210.0,1850.0,0
SDR_BSN_07,2022-07-27 12:00:00+00:00,31.533,76.89,0.0,0.2,0.2,3.7,15.4,100.0,100.0,26.6,76,914.7,2.6,860.0,16.8,340.0,3100.0,0
MND_URBAN_01,2022-07-27 12:00:00+00:00,31.7087,76.932,0.2,0.8,1.2,7.7,12.9,100.0,100.0,26.7,80,924.8,1.4,760.0,22.4,65.0,11200.0,0
THL_GRG_04,2022-07-27 12:00:00+00:00,31.713,77.165,0.6,4.2,7.3,8.5,17.3,100.0,100.0,22.3,85,853.5,1.5,980.0,38.2,35.0,5600.0,0
AUT_JNC_03,2022-07-27 13:00:00+00:00,31.745,77.21,0.3,2.2,7.3,8.7,17.4,100.0,100.0,26.6,79,900.1,4.8,1050.0,34.5,80.0,4200.0,0
JGN_VLY_05,2022-07-27 13:00:00+00:00,31.983,76.776,0.0,0.1,0.2,1.2,1.8,100.0,100.0,24.2,85,895.5,3.0,1220.0,24.6,210.0,1850.0,0
MND_URBAN_01,2022-07-27 13:00:00+00:00,31.7087,76.932,0.2,0.6,1.3,7.5,13.1,100.0,100.0,27.9,75,924.2,1.1,760.0,22.4,65.0,11200.0,0
THL_GRG_04,2022-07-27 13:00:00+00:00,31.713,77.165,0.3,2.2,7.3,8.7,17.4,100.0,100.0,23.6,79,853.3,4.8,980.0,38.2,35.0,5600.0,0
SDR_BSN_07,2022-07-27 13:00:00+00:00,31.533,76.89,0.1,0.2,0.3,3.6,15.4,100.0,100.0,27.2,75,914.0,2.6,860.0,16.8,340.0,3100.0,0
MND_URBAN_01,2022-07-27 14:00:00+00:00,31.7087,76.932,0.2,0.6,1.4,7.4,13.2,100.0,100.0,27.8,80,923.9,4.7,760.0,22.4,65.0,11200.0,0
JGN_VLY_05,2022-07-27 14:00:00+00:00,31.983,76.776,0.1,0.1,0.3,1.3,1.9,100.0,100.0,25.0,80,895.2,4.1,1220.0,24.6,210.0,1850.0,0
THL_GRG_04,2022-07-27 14:00:00+00:00,31.713,77.165,0.1,1.0,6.6,8.7,17.3,100.0,100.0,23.7,78,852.9,3.9,980.0,38.2,35.0,5600.0,0
AUT_JNC_03,2022-07-27 14:00:00+00:00,31.745,77.21,0.1,1.0,6.6,8.7,17.3,100.0,100.0,26.7,78,899.7,3.9,1050.0,34.5,80.0,4200.0,0
SDR_BSN_07,2022-07-27 14:00:00+00:00,31.533,76.89,2.5,2.6,2.8,5.8,16.5,100.0,100.0,26.0,80,913.8,2.2,860.0,16.8,340.0,3100.0,0
THL_GRG_04,2022-07-27 15:00:00+00:00,31.713,77.165,0.3,0.7,4.9,8.9,17.5,100.0,100.0,22.3,84,852.2,5.0,980.0,38.2,35.0,5600.0,0
JGN_VLY_05,2022-07-27 15:00:00+00:00,31.983,76.776,0.1,0.2,0.4,1.4,2.0,100.0,100.0,24.7,84,894.7,5.8,1220.0,24.6,210.0,1850.0,0
MND_URBAN_01,2022-07-27 15:00:00+00:00,31.7087,76.932,0.3,0.7,1.5,5.0,13.3,100.0,100.0,27.0,83,923.3,2.4,760.0,22.4,65.0,11200.0,0
AUT_JNC_03,2022-07-27 15:00:00+00:00,31.745,77.21,0.3,0.7,4.9,8.9,17.5,100.0,100.0,25.3,85,899.2,5.0,1050.0,34.5,80.0,4200.0,0
SDR_BSN_07,2022-07-27 15:00:00+00:00,31.533,76.89,0.4,3.0,3.2,4.9,13.9,100.0,100.0,26.8,77,912.9,1.8,860.0,16.8,340.0,3100.0,0
MND_URBAN_01,2022-07-27 16:00:00+00:00,31.7087,76.932,0.3,0.8,1.4,5.1,13.4,100.0,100.0,26.8,83,923.1,1.5,760.0,22.4,65.0,11200.0,0
THL_GRG_04,2022-07-27 16:00:00+00:00,31.713,77.165,0.3,0.7,2.9,9.0,17.6,100.0,100.0,22.2,87,852.0,2.0,980.0,38.2,35.0,5600.0,0
AUT_JNC_03,2022-07-27 16:00:00+00:00,31.745,77.21,0.3,0.7,2.9,9.0,17.6,100.0,100.0,25.2,87,899.0,2.0,1050.0,34.5,80.0,4200.0,0
SDR_BSN_07,2022-07-27 16:00:00+00:00,31.533,76.89,0.4,3.3,3.5,4.8,14.2,100.0,100.0,26.8,79,912.9,4.0,860.0,16.8,340.0,3100.0,0
JGN_VLY_05,2022-07-27 16:00:00+00:00,31.983,76.776,0.1,0.3,0.4,1.5,2.1,100.0,100.0,25.2,81,894.3,2.6,1220.0,24.6,210.0,1850.0,0
THL_GRG_04,2022-07-27 17:00:00+00:00,31.713,77.165,0.1,0.7,1.7,8.9,17.6,100.0,100.0,21.5,91,851.9,0.8,980.0,38.2,35.0,5600.0,0
SDR_BSN_07,2022-07-27 17:00:00+00:00,31.533,76.89,0.1,0.9,3.5,4.8,14.2,100.0,100.0,26.1,81,913.0,3.3,860.0,16.8,340.0,3100.0,0
MND_URBAN_01,2022-07-27 17:00:00+00:00,31.7087,76.932,0.1,0.7,1.3,4.5,13.5,100.0,100.0,26.4,81,923.1,1.8,760.0,22.4,65.0,11200.0,0
AUT_JNC_03,2022-07-27 17:00:00+00:00,31.745,77.21,0.1,0.7,1.7,8.9,17.6,100.0,100.0,24.5,91,899.0,0.8,1050.0,34.5,80.0,4200.0,0
JGN_VLY_05,2022-07-27 17:00:00+00:00,31.983,76.776,0.0,0.2,0.3,1.5,2.1,100.0,100.0,23.5,85,894.3,0.7,1220.0,24.6,210.0,1850.0,0
MND_URBAN_01,2022-07-27 18:00:00+00:00,31.7087,76.932,0.3,0.7,1.4,4.7,13.8,100.0,100.0,26.1,82,922.9,2.5,760.0,22.4,65.0,11200.0,0
SDR_BSN_07,2022-07-27 18:00:00+00:00,31.533,76.89,0.4,0.9,3.9,4.8,14.2,100.0,100.0,25.3,84,912.6,2.9,860.0,16.8,340.0,3100.0,0
AUT_JNC_03,2022-07-27 18:00:00+00:00,31.745,77.21,0.0,0.4,1.1,8.9,17.6,100.0,100.0,24.7,88,899.0,4.1,1050.0,34.5,80.0,4200.0,0
THL_GRG_04,2022-07-27 18:00:00+00:00,31.713,77.165,0.0,0.4,1.1,8.9,17.6,100.0,100.0,21.7,88,851.9,4.1,980.0,38.2,35.0,5600.0,0
JGN_VLY_05,2022-07-27 18:00:00+00:00,31.983,76.776,0.1,0.2,0.4,1.6,2.2,100.0,100.0,24.1,83,894.2,1.1,1220.0,24.6,210.0,1850.0,0
AUT_JNC_03,2022-07-27 19:00:00+00:00,31.745,77.21,0.0,0.1,0.8,8.9,17.6,100.0,100.0,23.9,92,898.4,4.3,1050.0,34.5,80.0,4200.0,0
MND_URBAN_01,2022-07-27 19:00:00+00:00,31.7087,76.932,0.0,0.4,1.2,4.7,13.8,100.0,100.0,25.8,83,922.8,3.1,760.0,22.4,65.0,11200.0,0
JGN_VLY_05,2022-07-27 19:00:00+00:00,31.983,76.776,0.0,0.1,0.4,1.6,2.2,100.0,100.0,23.5,91,893.8,3.4,1220.0,24.6,210.0,1850.0,0
SDR_BSN_07,2022-07-27 19:00:00+00:00,31.533,76.89,0.0,0.5,3.8,4.8,14.2,100.0,100.0,24.6,87,912.4,3.8,860.0,16.8,340.0,3100.0,0
THL_GRG_04,2022-07-27 19:00:00+00:00,31.713,77.165,0.0,0.1,0.8,8.9,17.6,100.0,100.0,20.9,92,851.2,4.3,980.0,38.2,35.0,5600.0,0
JGN_VLY_05,2022-07-27 20:00:00+00:00,31.983,76.776,0.0,0.1,0.3,1.6,2.2,100.0,100.0,23.5,88,894.2,3.4,1220.0,24.6,210.0,1850.0,0
SDR_BSN_07,2022-07-27 20:00:00+00:00,31.533,76.89,0.0,0.4,1.3,4.8,14.2,100.0,100.0,23.7,90,912.5,3.0,860.0,16.8,340.0,3100.0,0
MND_URBAN_01,2022-07-27 20:00:00+00:00,31.7087,76.932,0.0,0.3,1.0,4.7,13.8,100.0,100.0,25.8,82,923.1,1.3,760.0,22.4,65.0,11200.0,0
THL_GRG_04,2022-07-27 20:00:00+00:00,31.713,77.165,0.0,0.0,0.7,8.9,17.6,100.0,100.0,21.6,85,851.8,4.0,980.0,38.2,35.0,5600.0,0
AUT_JNC_03,2022-07-27 20:00:00+00:00,31.745,77.21,0.0,0.0,0.7,8.9,17.6,100.0,100.0,24.6,85,898.9,4.0,1050.0,34.5,80.0,4200.0,0
