system:index,date,soil_moisture_rootzone,soil_moisture_surface,.geo
0,2022-01-01,0.2684399166388987,0.23497896622169773,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,2022-01-02,0.2678003842288407,0.23291729954246904,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,2022-01-03,0.26713039860726595,0.23064081574627052,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,2022-01-04,0.2673343163980091,0.23830653937961313,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,2022-01-05,0.27436464418575957,0.2833554571425109,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,2022-01-06,0.28100653533907355,0.27923699786064643,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,2022-01-07,0.27945508387801987,0.27147693380953036,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,2022-01-08,0.2866061154926589,0.3037842427732259,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,2022-01-09,0.2930721987910147,0.3037523731683646,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,2022-01-10,0.2953314871543086,0.2968843454578616,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,2022-01-11,0.2950046680583118,0.28915088731945704,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,2022-01-12,0.29449658360680403,0.2840720336896284,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,2022-01-13,0.2938908636304194,0.2806830873125558,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,2022-01-14,0.29315288614732515,0.2763283485395532,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,2022-01-15,0.29248644113656497,0.273202406979783,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,2022-01-16,0.29201688789813635,0.2722098115983768,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,2022-01-17,0.2917611076066871,0.2728770494008662,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,2022-01-18,0.29154415009738327,0.27227216323630093,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,2022-01-19,0.2911487713443601,0.27153755317279965,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,2022-01-20,0.29149005051566196,0.2788148018916565,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,2022-01-21,0.29103110737553767,0.2743498237757667,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,2022-01-22,0.2915489833902489,0.2833117955993431,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,2022-01-23,0.2936343214428995,0.2948437625161222,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,2022-01-24,0.2941611957008172,0.29015209115337004,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,2022-01-25,0.2936193754833246,0.28345727601382226,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,2022-01-26,0.2933774924717317,0.28127044331328105,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,2022-01-27,0.29277025893184994,0.2759924749923901,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,2022-01-28,0.2920901698297294,0.27173706802501146,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,2022-01-29,0.29154333134284277,0.26923747151261895,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,2022-01-30,0.2908495846881882,0.266097569977708,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,2022-01-31,0.29023482378107207,0.2649095624625313,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,2022-02-01,0.2896269286864128,0.2640679963236464,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,2022-02-02,0.2891501962973089,0.2648136186328585,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,2022-02-03,0.29376579761939436,0.29951688467249094,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,2022-02-04,0.2985587357206477,0.3020238707694043,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,2022-02-05,0.29757575759639165,0.2890434784684855,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,2022-02-06,0.2968164718083008,0.28156783270684194,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,2022-02-07,0.29615635776134513,0.2775054913508578,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,2022-02-08,0.2954098491199776,0.275043959050436,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,2022-02-09,0.2965501490534647,0.2916375117510165,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,2022-02-10,0.29599131820556107,0.282317624018133,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,2022-02-11,0.2948094882160205,0.27290719706665323,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,2022-02-12,0.29375227129387294,0.26698698924514597,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,2022-02-13,0.29287989212285404,0.26417738385479317,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,2022-02-14,0.2921041341704621,0.26279078267717054,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,2022-02-15,0.2914095196342932,0.26289221866532964,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,2022-02-16,0.2905770460962045,0.26036014929669615,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,2022-02-17,0.2894633130918552,0.25564014352969505,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,2022-02-18,0.28832489157221436,0.25211663819124847,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,2022-02-19,0.28718462646214915,0.24908764891059565,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,2022-02-20,0.28624534393917056,0.2483552001768528,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,2022-02-21,0.2852909630804357,0.2463532141506055,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,2022-02-22,0.28450848914776905,0.24689249110793743,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,2022-02-23,0.2854789616681798,0.25727742495661937,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,2022-02-24,0.2853349053818637,0.25698795809706265,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,2022-02-25,0.28489053339151,0.2581367005287973,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,2022-02-26,0.2881833966752073,0.28616283300311923,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,2022-02-27,0.2879146376077475,0.27386479906954797,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,2022-02-28,0.2863518185041397,0.25922049378432316,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,2022-03-01,0.28516715443066637,0.2536037545737732,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,2022-03-02,0.2839849981366924,0.24728304034121718,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,2022-03-03,0.2829529526920788,0.24522873864454728,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,2022-03-04,0.28205459374249175,0.2437476326441438,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,2022-03-05,0.2808104391463288,0.23747044020472557,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,2022-03-06,0.2800500964963889,0.23794492237182704,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,2022-03-07,0.27955619123803704,0.24008240191236765,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,2022-03-08,0.27853685062348293,0.23594596587999198,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,2022-03-09,0.2771604351846637,0.23045932873008743,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,2022-03-10,0.27604048618597016,0.22834342493903032,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,2022-03-11,0.27489519725560985,0.2257953100452344,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,2022-03-12,0.273644659385119,0.2226700892973833,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,2022-03-13,0.27265762518031267,0.2211954486037655,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,2022-03-14,0.27191051814541967,0.22256113151272527,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,2022-03-15,0.2712646117860224,0.2240793501807916,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,2022-03-16,0.2704400478141617,0.22293285806374188,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,2022-03-17,0.2697104863177059,0.2226847553605973,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,2022-03-18,0.2690841405153509,0.22159365013438756,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,2022-03-19,0.2682382393572602,0.22033160046654912,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,2022-03-20,0.26718565976399655,0.21758882217180314,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,2022-03-21,0.2659254188604768,0.21228710697672407,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,2022-03-22,0.2647127121414735,0.20916986161194667,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,2022-03-23,0.2638572146148737,0.21114353710320719,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,2022-03-24,0.26309178643689,0.21176240460912193,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,2022-03-25,0.2620314733487921,0.20925334372764468,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,2022-03-26,0.2608350107110911,0.20361468142918054,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,2022-03-27,0.2599227855142002,0.20228239632848902,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,2022-03-28,0.25905754814883963,0.20122705566546048,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,2022-03-29,0.25805160760286705,0.19782908478654654,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,2022-03-30,0.2568610951682318,0.1945876857909261,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,2022-03-31,0.2556156897292867,0.1910682098995761,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,2022-04-01,0.2546275610247717,0.1902060282028905,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,2022-04-02,0.2536110748645471,0.1887468026845273,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,2022-04-03,0.25230479384279836,0.18448040839899613,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,2022-04-04,0.2510589907541338,0.18180273276531014,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,2022-04-05,0.2498948080854178,0.17947963495594657,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,2022-04-06,0.24865267329268098,0.17507616829308653,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,2022-04-07,0.24763566575415086,0.17501049239262662,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,2022-04-08,0.2466320034234047,0.17351212680787656,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,2022-04-09,0.24577516154400722,0.17435514035760888,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,2022-04-10,0.24486497321168416,0.17377385268879453,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,2022-04-11,0.2438240303223509,0.1702239840152596,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,2022-04-12,0.24313343982066335,0.17217300948823266,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,2022-04-13,0.24251175983171266,0.1757947259280241,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,2022-04-14,0.24248437001346704,0.18715143675053328,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,2022-04-15,0.24201037024121097,0.1883094296101377,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,2022-04-16,0.24101859061885886,0.18202826169923722,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,2022-04-17,0.24005280545991986,0.17620972488177775,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,2022-04-18,0.23903771366225082,0.1713112039103787,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,2022-04-19,0.23815076455212691,0.1685233366137499,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,2022-04-20,0.2372929428769564,0.1659992592373055,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,2022-04-21,0.23665596581480514,0.1682181086839303,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,2022-04-22,0.23638861403565176,0.17394358017977934,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,2022-04-23,0.23558685331146992,0.17046371836399266,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,2022-04-24,0.23447180859536082,0.16431377132121816,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,2022-04-25,0.2335592646197794,0.16178837557341505,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,2022-04-26,0.23278729249494892,0.16145791947983776,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,2022-04-27,0.2320755648968348,0.15983511582446555,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,2022-04-28,0.2316681354257864,0.16325974286207035,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,2022-04-29,0.23201524751138677,0.1737709724937906,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,2022-04-30,0.23278440403921546,0.1841201969679706,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,2022-05-01,0.2333702707939697,0.19072522776382095,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,2022-05-02,0.23343560888084847,0.18894534361067605,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,2022-05-03,0.23385929672172995,0.1920791101201372,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,2022-05-04,0.23505140062718027,0.20219685574509721,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,2022-05-05,0.2361437590388629,0.2091066388343931,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,2022-05-06,0.235442772297371,0.19937304758646016,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,2022-05-07,0.23520066415953417,0.19751751133014853,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,2022-05-08,0.23532425337908927,0.19976700900900565,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,2022-05-09,0.23536590991728581,0.1986174993587975,"{""type"":""MultiPoint"",""coordinates"":[]}"
