system:index,date,rainfall_mm,.geo
0,2021-01-01,0.14016203124476426,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,2021-01-02,0.8861384588907402,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,2021-01-03,12.121950209337088,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,2021-01-04,5.607376622204489,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,2021-01-05,7.494353898296538,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,2021-01-06,5.729370630397616,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,2021-01-07,0.09670047241682594,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,2021-01-08,0.16963746472628666,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,2021-01-09,0.09380539730525296,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,2021-01-10,0.1780109666696349,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,2021-01-11,0.15531720411662667,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,2021-01-12,0.17665508884821424,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,2021-01-13,0.0984241921010058,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,2021-01-14,0.8346353292034584,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,2021-01-15,0.5330562812848949,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,2021-01-16,0.12562272079043882,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,2021-01-17,0.12747760731126873,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,2021-01-18,0.08428909684131891,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,2021-01-19,0.12822533139715928,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,2021-01-20,0.1792157014400805,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,2021-01-21,0.0796365916280269,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,2021-01-22,0.17546161617305803,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,2021-01-23,0.1539635619659673,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,2021-01-24,0.132736808250502,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,2021-01-25,0.034347746296835194,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,2021-01-26,0.01962667232433811,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,2021-01-27,0.03751194268379026,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,2021-01-28,0.016067129221536573,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,2021-01-29,0.05348204423993312,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,2021-01-30,0.02644574701019867,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,2021-01-31,0.0727028458751028,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,2021-02-01,0.10153748899077372,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,2021-02-02,0.09428792980673771,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,2021-02-03,0.8099572635728011,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,2021-02-04,5.827810089418657,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,2021-02-05,0.762898751950149,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,2021-02-06,0.08437176922949567,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,2021-02-07,0.07612293611875993,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,2021-02-08,0.06636869575993679,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,2021-02-09,0.3329803452113544,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,2021-02-10,0.2308044218262072,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,2021-02-11,0.05951875061677334,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,2021-02-12,0.09620836967621721,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,2021-02-13,0.1573948565470298,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,2021-02-14,0.6617806211266614,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,2021-02-15,0.2368436573134899,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,2021-02-16,0.11352674376828653,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,2021-02-17,0.13792337422024223,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,2021-02-18,0.3596538969125621,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,2021-02-19,0.15232023837602382,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,2021-02-20,0.29470739249706196,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,2021-02-21,0.2271588607757027,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,2021-02-22,0.21284046685163333,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,2021-02-23,0.2855347736588728,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,2021-02-24,0.14060426030919324,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,2021-02-25,0.22692492835973616,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,2021-02-26,2.555892274199496,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,2021-02-27,1.307782103729731,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,2021-02-28,0.33475571115129626,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,2021-03-01,0.2714343129206038,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,2021-03-02,0.09041967954578423,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,2021-03-03,0.05577750398931486,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,2021-03-04,0.1562869553995354,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,2021-03-05,0.09330870494386123,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,2021-03-06,0.7115504033024432,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,2021-03-07,3.999862087531028,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,2021-03-08,1.397001427667846,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,2021-03-09,0.11138240842849689,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,2021-03-10,0.7571049276939581,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,2021-03-11,0.0794511729842633,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,2021-03-12,0.8708852118213104,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,2021-03-13,0.17299787574703132,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,2021-03-14,0.10490637392366456,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,2021-03-15,0.15605681682990108,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,2021-03-16,0.11736686656641342,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,2021-03-17,0.08373560338180948,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,2021-03-18,0.11303294895549365,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,2021-03-19,0.1465013970241901,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,2021-03-20,0.28663553581636114,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,2021-03-21,0.7790509068941622,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,2021-03-22,2.125398972069762,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,2021-03-23,1.5805827098725502,"{""type"":""MultiPoint"",""coordinates"":[]}"
