,time,precipitation,rain,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,temperature_2m,relative_humidity_2m,surface_pressure,wind_speed_10m,station_id,station_name,latitude,longitude,elevation_m,catchment_slope_deg,dist_to_river_m,upstream_drainage_sqkm,period_id,rainfall_1h_mm,rainfall_3h_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_72h_mm,soil_saturation_pct,deep_soil_saturation_pct,flood_occurred,temperature_c,relative_humidity_pct,surface_pressure_hpa,wind_speed_kmh
600,2023-07-26 00:00:00,2.0,2.0,0.498,0.446,23.2,94,899.0,1.9,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,2.0,4.8,6.4,7.5,11.4,100.0,99.11,0,23.2,94,899.0,1.9
601,2023-07-26 01:00:00,1.6,1.6,0.504,0.448,23.3,94,898.4,3.3,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,1.6,5.0,7.7,9.1,13.0,100.0,99.56,0,23.3,94,898.4,3.3
602,2023-07-26 02:00:00,0.4,0.4,0.501,0.451,23.2,94,897.5,2.9,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.4,4.0,7.0,9.5,13.4,100.0,100.0,0,23.2,94,897.5,2.9
603,2023-07-26 03:00:00,0.0,0.0,0.496,0.452,22.8,94,896.5,3.7,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,2.0,6.8,9.5,13.4,100.0,100.0,0,22.8,94,896.5,3.7
604,2023-07-26 04:00:00,0.0,0.0,0.493,0.453,22.3,94,896.3,5.2,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.4,5.4,9.5,13.4,100.0,100.0,0,22.3,94,896.3,5.2
605,2023-07-26 05:00:00,0.2,0.2,0.475,0.447,24.0,86,897.9,1.8,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.2,0.2,4.2,9.7,13.6,100.0,99.33,0,24.0,86,897.9,1.8
606,2023-07-26 06:00:00,0.0,0.0,0.475,0.448,23.9,91,898.4,1.6,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.2,2.2,9.7,13.6,100.0,99.56,0,23.9,91,898.4,1.6
607,2023-07-26 07:00:00,0.0,0.0,0.474,0.448,24.7,83,899.1,3.1,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.2,0.6,9.6,13.6,100.0,99.56,0,24.7,83,899.1,3.1
608,2023-07-26 08:00:00,0.0,0.0,0.472,0.448,25.8,78,899.5,1.6,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.2,9.6,13.6,100.0,99.56,0,25.8,78,899.5,1.6
609,2023-07-26 09:00:00,0.0,0.0,0.471,0.448,26.5,75,899.7,1.9,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.2,9.6,13.6,100.0,99.56,0,26.5,75,899.7,1.9
610,2023-07-26 10:00:00,0.0,0.0,0.469,0.448,27.2,76,899.9,3.9,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.2,9.6,13.5,100.0,99.56,0,27.2,76,899.9,3.9
611,2023-07-26 11:00:00,0.0,0.0,0.467,0.448,27.4,78,899.9,4.8,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,9.6,12.9,100.0,99.56,0,27.4,78,899.9,4.8
612,2023-07-26 12:00:00,0.0,0.0,0.465,0.447,27.2,80,899.7,4.3,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,9.4,12.8,100.0,99.33,0,27.2,80,899.7,4.3
613,2023-07-26 13:00:00,0.1,0.1,0.463,0.447,28.0,78,899.2,4.8,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.1,0.1,0.1,9.3,12.7,100.0,99.33,0,28.0,78,899.2,4.8
614,2023-07-26 14:00:00,0.0,0.0,0.46,0.446,27.0,83,898.8,6.1,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.1,0.1,9.1,12.5,100.0,99.11,0,27.0,83,898.8,6.1
615,2023-07-26 15:00:00,0.1,0.1,0.459,0.445,26.5,88,898.2,4.3,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.1,0.2,0.2,9.1,12.3,100.0,98.89,0,26.5,88,898.2,4.3
616,2023-07-26 16:00:00,0.1,0.1,0.458,0.445,26.4,88,897.4,1.3,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.1,0.2,0.3,9.1,12.4,100.0,98.89,0,26.4,88,897.4,1.3
617,2023-07-26 17:00:00,0.0,0.0,0.465,0.444,24.6,88,897.0,3.1,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.2,0.3,8.9,12.4,100.0,98.67,0,24.6,88,897.0,3.1
618,2023-07-26 18:00:00,0.2,0.2,0.466,0.444,24.3,91,897.5,4.6,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.2,0.3,0.5,9.1,12.6,100.0,98.67,0,24.3,91,897.5,4.6
619,2023-07-26 19:00:00,1.1,1.1,0.474,0.444,23.4,96,898.3,2.1,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,1.1,1.3,1.5,9.9,13.7,100.0,98.67,0,23.4,96,898.3,2.1
620,2023-07-26 20:00:00,1.3,1.3,0.485,0.445,23.3,97,898.9,1.8,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,1.3,2.6,2.8,10.1,15.0,100.0,98.89,0,23.3,97,898.9,1.8
621,2023-07-26 21:00:00,1.1,1.1,0.493,0.446,23.7,95,898.9,3.1,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,1.1,3.5,3.8,11.0,16.1,100.0,99.11,0,23.7,95,898.9,3.1
622,2023-07-26 22:00:00,0.6,0.6,0.495,0.447,23.8,94,898.8,2.3,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.6,3.0,4.3,10.2,16.7,100.0,99.33,0,23.8,94,898.8,2.3
623,2023-07-26 23:00:00,0.1,0.1,0.492,0.448,24.1,91,898.9,2.4,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.1,1.8,4.4,8.9,16.8,100.0,99.56,0,24.1,91,898.9,2.4
624,2023-07-27 00:00:00,0.9,0.9,0.497,0.449,24.1,91,898.5,2.5,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.9,1.6,5.1,7.8,17.7,100.0,99.78,0,24.1,91,898.5,2.5
625,2023-07-27 01:00:00,1.3,1.3,0.505,0.451,24.0,91,898.2,1.1,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,1.3,2.3,5.3,7.5,18.5,100.0,100.0,0,24.0,91,898.2,1.1
626,2023-07-27 02:00:00,0.5,0.5,0.503,0.453,23.8,92,898.2,1.0,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.5,2.7,4.5,7.6,18.1,100.0,100.0,0,23.8,92,898.2,1.0
627,2023-07-27 03:00:00,0.5,0.5,0.501,0.455,23.7,92,897.6,2.2,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.5,2.3,3.9,8.1,18.5,100.0,100.0,0,23.7,92,897.6,2.2
628,2023-07-27 04:00:00,0.2,0.2,0.498,0.457,23.3,94,897.6,2.5,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.2,1.2,3.5,8.3,18.7,100.0,100.0,0,23.3,94,897.6,2.5
629,2023-07-27 05:00:00,0.0,0.0,0.505,0.457,23.1,93,898.4,2.4,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.7,3.4,8.1,18.7,100.0,100.0,0,23.1,93,898.4,2.4
630,2023-07-27 06:00:00,0.0,0.0,0.499,0.459,23.4,87,898.7,0.8,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.2,2.5,8.1,18.7,100.0,100.0,0,23.4,87,898.7,0.8
631,2023-07-27 07:00:00,0.0,0.0,0.495,0.46,24.0,85,898.9,1.1,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,1.2,8.1,18.7,100.0,100.0,0,24.0,85,898.9,1.1
632,2023-07-27 08:00:00,0.0,0.0,0.492,0.461,24.8,82,899.2,0.0,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.7,8.1,18.7,100.0,100.0,0,24.8,82,899.2,0.0
633,2023-07-27 09:00:00,0.0,0.0,0.489,0.461,25.8,81,899.8,4.2,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.2,8.1,18.7,100.0,100.0,0,25.8,81,899.8,4.2
634,2023-07-27 10:00:00,0.0,0.0,0.486,0.461,25.9,82,899.7,4.9,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,8.1,18.7,100.0,100.0,0,25.9,82,899.7,4.9
635,2023-07-27 11:00:00,0.0,0.0,0.483,0.461,25.7,85,899.4,4.8,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,8.1,18.6,100.0,100.0,0,25.7,85,899.4,4.8
636,2023-07-27 12:00:00,0.1,0.1,0.48,0.461,26.9,81,898.7,3.6,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.1,0.1,0.1,8.2,18.5,100.0,100.0,0,26.9,81,898.7,3.6
637,2023-07-27 13:00:00,0.0,0.0,0.477,0.46,28.0,75,897.8,5.1,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.1,0.1,8.1,18.2,100.0,100.0,0,28.0,75,897.8,5.1
638,2023-07-27 14:00:00,0.7,0.7,0.478,0.46,25.4,87,897.6,5.8,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.7,0.8,0.8,8.8,18.8,100.0,100.0,0,25.4,87,897.6,5.8
639,2023-07-27 15:00:00,0.9,0.9,0.483,0.46,24.2,92,897.0,2.0,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.9,1.6,1.7,9.6,19.6,100.0,100.0,0,24.2,92,897.0,2.0
640,2023-07-27 16:00:00,0.4,0.4,0.484,0.46,25.1,90,896.6,2.6,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.4,2.0,2.1,9.9,19.9,100.0,100.0,0,25.1,90,896.6,2.6
641,2023-07-27 17:00:00,0.0,0.0,0.465,0.455,25.9,82,896.1,1.8,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,1.3,2.1,9.9,19.9,100.0,100.0,0,25.9,82,896.1,1.8
642,2023-07-27 18:00:00,0.0,0.0,0.465,0.455,25.6,84,895.9,2.0,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.4,2.0,9.7,19.9,100.0,100.0,0,25.6,84,895.9,2.0
643,2023-07-27 19:00:00,0.0,0.0,0.464,0.455,24.6,89,896.2,1.8,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,2.0,8.6,19.9,100.0,100.0,0,24.6,89,896.2,1.8
644,2023-07-27 20:00:00,0.0,0.0,0.464,0.455,24.2,93,897.2,3.1,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,1.3,7.3,19.9,100.0,100.0,0,24.2,93,897.2,3.1
645,2023-07-27 21:00:00,0.0,0.0,0.463,0.455,23.4,96,897.3,2.5,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.4,6.2,19.9,100.0,100.0,0,23.4,96,897.3,2.5
646,2023-07-27 22:00:00,0.0,0.0,0.463,0.455,22.5,99,897.3,3.1,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,5.6,19.9,100.0,100.0,0,22.5,99,897.3,3.1
647,2023-07-27 23:00:00,0.0,0.0,0.463,0.455,22.1,99,897.0,1.9,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,5.5,19.9,100.0,100.0,0,22.1,99,897.0,1.9
648,2023-07-28 00:00:00,0.0,0.0,0.462,0.455,22.1,99,897.2,1.1,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,4.6,19.9,100.0,100.0,0,22.1,99,897.2,1.1
649,2023-07-28 01:00:00,0.0,0.0,0.462,0.455,22.2,99,896.5,1.5,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,3.3,19.9,100.0,100.0,0,22.2,99,896.5,1.5
650,2023-07-28 02:00:00,0.0,0.0,0.462,0.455,21.8,98,895.6,2.6,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,2.8,19.9,100.0,100.0,0,21.8,98,895.6,2.6
651,2023-07-28 03:00:00,0.0,0.0,0.462,0.455,21.6,97,894.8,2.9,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,2.3,19.9,100.0,100.0,0,21.6,97,894.8,2.9
652,2023-07-28 04:00:00,0.0,0.0,0.461,0.455,21.3,96,894.4,2.5,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,2.1,19.9,100.0,100.0,0,21.3,96,894.4,2.5
653,2023-07-28 05:00:00,0.0,0.0,0.466,0.457,23.0,95,895.1,2.3,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,2.1,19.9,100.0,100.0,0,23.0,95,895.1,2.3
654,2023-07-28 06:00:00,0.1,0.1,0.466,0.457,23.2,96,895.8,1.1,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.1,0.1,0.1,2.2,20.0,100.0,100.0,0,23.2,96,895.8,1.1
655,2023-07-28 07:00:00,0.1,0.1,0.466,0.457,24.5,87,896.1,1.0,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.1,0.2,0.2,2.3,20.0,100.0,100.0,0,24.5,87,896.1,1.0
656,2023-07-28 08:00:00,0.0,0.0,0.465,0.457,25.1,83,896.4,2.1,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.2,0.2,2.3,20.0,100.0,100.0,0,25.1,83,896.4,2.1
657,2023-07-28 09:00:00,0.0,0.0,0.464,0.456,26.2,78,896.7,3.4,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.1,0.2,2.3,20.0,100.0,100.0,0,26.2,78,896.7,3.4
658,2023-07-28 10:00:00,0.1,0.1,0.464,0.456,24.7,87,897.1,4.3,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.1,0.1,0.3,2.4,20.1,100.0,100.0,0,24.7,87,897.1,4.3
659,2023-07-28 11:00:00,0.5,0.5,0.466,0.456,25.0,85,896.8,2.4,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.5,0.6,0.8,2.9,20.6,100.0,100.0,0,25.0,85,896.8,2.4
660,2023-07-28 12:00:00,0.8,0.8,0.47,0.456,25.3,85,896.3,1.1,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.8,1.4,1.5,3.6,21.2,100.0,100.0,0,25.3,85,896.3,1.1
661,2023-07-28 13:00:00,0.6,0.6,0.473,0.456,26.5,81,895.8,2.7,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.6,1.9,2.0,4.2,21.6,100.0,100.0,0,26.5,81,895.8,2.7
662,2023-07-28 14:00:00,0.2,0.2,0.473,0.456,26.4,79,895.0,4.7,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.2,1.6,2.2,3.7,21.6,100.0,100.0,0,26.4,79,895.0,4.7
663,2023-07-28 15:00:00,0.1,0.1,0.472,0.456,26.1,81,894.5,1.8,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.1,0.9,2.3,2.9,21.6,100.0,100.0,0,26.1,81,894.5,1.8
664,2023-07-28 16:00:00,0.1,0.1,0.471,0.456,25.6,83,893.6,1.8,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.1,0.4,2.3,2.6,21.6,100.0,100.0,0,25.6,83,893.6,1.8
665,2023-07-28 17:00:00,0.1,0.1,0.454,0.451,25.2,83,894.0,1.1,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.1,0.3,1.9,2.7,21.5,100.0,100.0,0,25.2,83,894.0,1.1
666,2023-07-28 18:00:00,0.0,0.0,0.454,0.451,25.0,84,894.0,1.0,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.2,1.1,2.7,21.5,100.0,100.0,0,25.0,84,894.0,1.0
667,2023-07-28 19:00:00,0.0,0.0,0.454,0.451,24.4,87,894.3,1.1,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.1,0.5,2.7,21.2,100.0,100.0,0,24.4,87,894.3,1.1
668,2023-07-28 20:00:00,0.0,0.0,0.453,0.451,24.4,87,894.7,2.5,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.3,2.7,20.1,100.0,100.0,0,24.4,87,894.7,2.5
669,2023-07-28 21:00:00,0.0,0.0,0.453,0.451,24.1,88,895.2,4.0,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.2,2.7,19.9,100.0,100.0,0,24.1,88,895.2,4.0
670,2023-07-28 22:00:00,0.0,0.0,0.453,0.451,24.4,85,895.4,2.4,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.1,2.7,18.5,100.0,100.0,0,24.4,85,895.4,2.4
671,2023-07-28 23:00:00,0.0,0.0,0.453,0.451,22.9,91,895.2,4.2,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,2.7,17.1,100.0,100.0,0,22.9,91,895.2,4.2
672,2023-07-29 00:00:00,0.0,0.0,0.453,0.451,22.7,92,895.0,0.5,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,2.7,15.1,100.0,100.0,0,22.7,92,895.0,0.5
673,2023-07-29 01:00:00,0.0,0.0,0.453,0.451,21.5,96,893.8,1.9,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,2.7,13.5,100.0,100.0,0,21.5,96,893.8,1.9
674,2023-07-29 02:00:00,0.0,0.0,0.453,0.451,21.0,96,892.6,4.6,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,2.7,13.1,100.0,100.0,0,21.0,96,892.6,4.6
675,2023-07-29 03:00:00,0.0,0.0,0.453,0.451,20.5,95,891.5,5.4,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,2.7,13.1,100.0,100.0,0,20.5,95,891.5,5.4
676,2023-07-29 04:00:00,0.0,0.0,0.452,0.451,20.3,94,891.4,4.7,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,2.7,13.1,100.0,100.0,0,20.3,94,891.4,4.7
677,2023-07-29 05:00:00,0.0,0.0,0.453,0.451,23.2,86,893.4,3.1,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,2.7,12.9,100.0,100.0,0,23.2,86,893.4,3.1
678,2023-07-29 06:00:00,0.0,0.0,0.453,0.451,22.9,89,893.6,2.2,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,2.6,12.9,100.0,100.0,0,22.9,89,893.6,2.2
679,2023-07-29 07:00:00,0.0,0.0,0.452,0.45,24.4,84,894.9,1.8,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,2.5,12.9,100.0,100.0,0,24.4,84,894.9,1.8
680,2023-07-29 08:00:00,0.0,0.0,0.452,0.45,24.6,81,895.7,3.3,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,2.5,12.9,100.0,100.0,0,24.6,81,895.7,3.3
681,2023-07-29 09:00:00,0.0,0.0,0.45,0.45,25.2,81,896.2,3.8,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,2.5,12.9,100.0,100.0,0,25.2,81,896.2,3.8
682,2023-07-29 10:00:00,0.0,0.0,0.449,0.449,25.2,82,896.2,1.8,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,2.4,12.9,99.78,99.78,0,25.2,82,896.2,1.8
683,2023-07-29 11:00:00,0.0,0.0,0.447,0.448,26.9,75,896.4,3.3,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,1.9,12.9,99.33,99.56,0,26.9,75,896.4,3.3
684,2023-07-29 12:00:00,0.0,0.0,0.445,0.447,26.9,75,895.9,4.2,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,1.1,12.9,98.89,99.33,0,26.9,75,895.9,4.2
685,2023-07-29 13:00:00,0.0,0.0,0.443,0.447,26.5,75,895.7,1.6,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.0,0.0,0.5,12.8,98.44,99.33,0,26.5,75,895.7,1.6
686,2023-07-29 14:00:00,0.1,0.1,0.442,0.446,26.6,72,895.5,1.8,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.1,0.1,0.1,0.4,12.9,98.22,99.11,0,26.6,72,895.5,1.8
687,2023-07-29 15:00:00,0.1,0.1,0.442,0.446,25.9,76,894.5,1.3,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.1,0.2,0.2,0.4,12.9,98.22,99.11,0,25.9,76,894.5,1.3
688,2023-07-29 16:00:00,0.1,0.1,0.441,0.445,26.5,77,893.8,4.3,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.1,0.3,0.3,0.4,12.9,98.0,98.89,0,26.5,77,893.8,4.3
689,2023-07-29 17:00:00,0.0,0.0,0.469,0.442,26.1,76,894.7,2.7,AUT_JNC_03,Aut (Larji / Tirthan Confluence),31.745,77.21,1050.0,34.5,80.0,4200.0,disaster_season_2023,0.0,0.2,0.3,0.3,12.9,100.0,98.22,0,26.1,76,894.7,2.7
